0;       -0.9;
3600;       -1.3;
7200;       -1.8;
10800;       -2.2;
14400;       -2.1;
18000;       -2.2;
21600;       -3.0;
25200;       -2.9;
28800;       -2.7;
32400;       -0.2;
36000;       -0.4;
39600;        1.7;
43200;        3.6;
46800;        4.1;
50400;        4.1;
54000;        3.6;
57600;        2.4;
61200;        1.7;
64800;        2.0;
68400;        1.4;
72000;        1.0;
75600;       -0.4;
79200;       -0.2;
82800;       -1.9;
86400;       -3.0;
90000;       -3.0;
93600;       -2.7;
97200;       -2.5;
100800;       -3.0;
104400;       -1.2;
108000;       -0.7;
111600;       -0.4;
115200;        0.9;
118800;        2.3;
122400;        3.5;
126000;        4.9;
129600;        5.8;
133200;        5.4;
136800;        5.3;
140400;        5.0;
144000;        4.4;
147600;        4.3;
151200;        4.4;
154800;        4.3;
158400;        4.9;
162000;        5.6;
165600;        5.9;
169200;        6.2;
172800;        6.9;
176400;        7.3;
180000;        7.2;
183600;        7.2;
187200;        7.5;
190800;        7.4;
194400;        7.7;
198000;        7.8;
201600;        7.8;
205200;        7.5;
208800;        7.4;
212400;        7.6;
216000;        7.8;
219600;        7.9;
223200;        8.2;
226800;        8.6;
230400;        8.7;
234000;        8.6;
237600;        8.1;
241200;        5.4;
244800;        5.5;
248400;        5.1;
252000;        3.8;
255600;        3.2;
259200;        2.6;
262800;        3.4;
266400;        3.0;
270000;        2.9;
273600;        3.1;
277200;        3.1;
280800;        3.3;
284400;        3.4;
288000;        3.5;
291600;        3.5;
295200;        3.8;
298800;        4.5;
302400;        4.9;
306000;        5.2;
309600;        5.5;
313200;        5.3;
316800;        5.6;
320400;        5.4;
324000;        5.1;
327600;        5.1;
331200;        5.1;
334800;        5.1;
338400;        5.0;
342000;        4.9;
345600;        4.9;
349200;        4.8;
352800;        4.8;
356400;        4.8;
360000;        4.8;
363600;        5.0;
367200;        5.0;
370800;        4.9;
374400;        4.9;
378000;        5.0;
381600;        5.3;
385200;        5.5;
388800;        5.7;
392400;        5.8;
396000;        5.7;
399600;        5.5;
403200;        5.2;
406800;        5.4;
410400;        5.2;
414000;        5.3;
417600;        5.1;
421200;        4.9;
424800;        5.1;
428400;        5.0;
432000;        4.8;
435600;        4.8;
439200;        4.7;
442800;        4.6;
446400;        4.5;
450000;        4.2;
453600;        3.9;
457200;        3.3;
460800;        2.5;
464400;        2.2;
468000;        3.3;
471600;        4.9;
475200;        6.5;
478800;        7.2;
482400;        7.9;
486000;        8.1;
489600;        7.1;
493200;        6.6;
496800;        6.5;
500400;        6.1;
504000;        4.8;
507600;        4.2;
511200;        3.8;
514800;        3.9;
518400;        3.6;
522000;        3.8;
525600;        4.0;
529200;        4.4;
532800;        5.2;
536400;        5.6;
540000;        5.8;
543600;        6.0;
547200;        5.8;
550800;        5.8;
554400;        6.2;
558000;        6.9;
561600;        7.4;
565200;        7.6;
568800;        7.7;
572400;        7.3;
576000;        6.5;
579600;        5.9;
583200;        5.6;
586800;        5.7;
590400;        5.8;
594000;        6.4;
597600;        5.8;
601200;        5.9;
604800;        6.3;
608400;        7.2;
612000;        8.2;
615600;        8.9;
619200;        9.0;
622800;        8.6;
626400;        9.2;
630000;        9.5;
633600;        9.5;
637200;        9.5;
640800;        9.9;
644400;       10.2;
648000;       10.2;
651600;       10.6;
655200;       10.5;
658800;       10.4;
662400;       10.4;
666000;       10.5;
669600;       10.5;
673200;       10.2;
676800;       10.1;
680400;       10.2;
684000;       10.2;
687600;       10.1;
691200;       10.2;
694800;       10.3;
698400;       10.3;
702000;       10.7;
705600;       10.9;
709200;       11.1;
712800;       11.2;
716400;       11.1;
720000;       11.2;
723600;       11.5;
727200;       11.6;
730800;       11.7;
734400;       11.1;
738000;       11.3;
741600;       11.9;
745200;       11.9;
748800;       11.8;
752400;       11.4;
756000;       11.3;
759600;       11.1;
763200;       10.5;
766800;       10.2;
770400;        9.9;
774000;        9.8;
777600;        9.6;
781200;        9.4;
784800;        8.8;
788400;        8.2;
792000;        8.0;
795600;        7.5;
799200;        7.6;
802800;        7.7;
806400;        7.5;
810000;        6.8;
813600;        6.9;
817200;        6.9;
820800;        6.7;
824400;        6.5;
828000;        6.4;
831600;        5.9;
835200;        5.7;
838800;        5.4;
842400;        4.9;
846000;        5.1;
849600;        3.6;
853200;        3.5;
856800;        2.6;
860400;        2.2;
864000;        2.8;
867600;        3.3;
871200;        3.7;
874800;        3.8;
878400;        3.8;
882000;        3.7;
885600;        4.0;
889200;        3.8;
892800;        3.6;
896400;        4.1;
900000;        4.3;
903600;        4.5;
907200;        4.9;
910800;        5.4;
914400;        5.7;
918000;        5.2;
921600;        4.8;
925200;        4.4;
928800;        4.0;
932400;        3.9;
936000;        3.7;
939600;        3.5;
943200;        3.2;
946800;        3.1;
950400;        3.0;
954000;        2.8;
957600;        2.7;
961200;        2.5;
964800;        2.6;
968400;        2.6;
972000;        3.4;
975600;        4.0;
979200;        4.4;
982800;        5.2;
986400;        6.0;
990000;        6.8;
993600;        6.7;
997200;        5.8;
1000800;        5.7;
1004400;        6.1;
1008000;        6.1;
1011600;        5.8;
1015200;        6.7;
1018800;        6.7;
1022400;        6.7;
1026000;        6.9;
1029600;        6.7;
1033200;        6.7;
1036800;        6.6;
1040400;        6.3;
1044000;        5.7;
1047600;        5.5;
1051200;        5.5;
1054800;        5.5;
1058400;        5.4;
1062000;        5.0;
1065600;        5.4;
1069200;        6.2;
1072800;        6.6;
1076400;        7.1;
1080000;        7.4;
1083600;        7.5;
1087200;        7.6;
1090800;        7.2;
1094400;        7.0;
1098000;        7.2;
1101600;        7.6;
1105200;        7.8;
1108800;        7.9;
1112400;        8.3;
1116000;        8.6;
1119600;        9.1;
1123200;        9.5;
1126800;        9.2;
1130400;        9.2;
1134000;        9.1;
1137600;        9.3;
1141200;        8.3;
1144800;        8.5;
1148400;        8.4;
1152000;        9.1;
1155600;        9.1;
1159200;        9.2;
1162800;        9.4;
1166400;        9.1;
1170000;        9.6;
1173600;        9.6;
1177200;        9.3;
1180800;        9.1;
1184400;        9.7;
1188000;       10.4;
1191600;        9.9;
1195200;       10.4;
1198800;       11.0;
1202400;       11.0;
1206000;       10.9;
1209600;       10.9;
1213200;       11.0;
1216800;       11.2;
1220400;       10.6;
1224000;       10.7;
1227600;       10.3;
1231200;        9.8;
1234800;        9.6;
1238400;        9.2;
1242000;        9.5;
1245600;        9.7;
1249200;       10.5;
1252800;       11.1;
1256400;       12.3;
1260000;       11.8;
1263600;       11.4;
1267200;       11.2;
1270800;       10.3;
1274400;        9.4;
1278000;        9.8;
1281600;        9.4;
1285200;        8.7;
1288800;        7.0;
1292400;        6.3;
1296000;        6.3;
1299600;        5.4;
1303200;        5.2;
1306800;        4.9;
1310400;        4.7;
1314000;        5.5;
1317600;        5.7;
1321200;        6.4;
1324800;        6.6;
1328400;        7.5;
1332000;        8.2;
1335600;        9.6;
1339200;       10.1;
1342800;       10.7;
1346400;       11.2;
1350000;       10.4;
1353600;        9.3;
1357200;        8.7;
1360800;        9.3;
1364400;        9.9;
1368000;        9.8;
1371600;        9.9;
1375200;       10.6;
1378800;       10.0;
1382400;       10.2;
1386000;        9.7;
1389600;        9.2;
1393200;        9.4;
1396800;        9.0;
1400400;        9.1;
1404000;        9.1;
1407600;        9.2;
1411200;        8.8;
1414800;        8.5;
1418400;        8.9;
1422000;        8.6;
1425600;        8.2;
1429200;        8.1;
1432800;        8.2;
1436400;        8.1;
1440000;        8.2;
1443600;        7.3;
1447200;        7.5;
1450800;        6.5;
1454400;        5.8;
1458000;        5.1;
1461600;        4.9;
1465200;        4.2;
1468800;        3.8;
1472400;        3.5;
1476000;        3.1;
1479600;        3.2;
1483200;        3.0;
1486800;        3.4;
1490400;        3.0;
1494000;        3.0;
1497600;        3.2;
1501200;        3.5;
1504800;        3.7;
1508400;        4.5;
1512000;        4.4;
1515600;        4.9;
1519200;        5.0;
1522800;        4.8;
1526400;        3.3;
1530000;        3.8;
1533600;        3.7;
1537200;        3.3;
1540800;        3.0;
1544400;        1.8;
1548000;        2.2;
1551600;        1.7;
1555200;        1.8;
1558800;        1.5;
1562400;        0.6;
1566000;        0.1;
1569600;        0.7;
1573200;        0.9;
1576800;        0.8;
1580400;        0.6;
1584000;        0.5;
1587600;        1.2;
1591200;        1.8;
1594800;        3.0;
1598400;        3.6;
1602000;        3.9;
1605600;        4.4;
1609200;        4.6;
1612800;        4.5;
1616400;        4.2;
1620000;        3.3;
1623600;        3.3;
1627200;        2.5;
1630800;        2.2;
1634400;        1.4;
1638000;        1.2;
1641600;        1.7;
1645200;        0.9;
1648800;        1.7;
1652400;        1.1;
1656000;        1.4;
1659600;        1.6;
1663200;        1.6;
1666800;        1.8;
1670400;        1.8;
1674000;        1.6;
1677600;        1.9;
1681200;        2.8;
1684800;        3.2;
1688400;        4.5;
1692000;        5.2;
1695600;        5.1;
1699200;        4.3;
1702800;        3.6;
1706400;        2.6;
1710000;        1.5;
1713600;        0.6;
1717200;        0.7;
1720800;       -0.2;
1724400;       -1.6;
1728000;       -2.1;
1731600;       -1.4;
1735200;       -1.2;
1738800;       -1.0;
1742400;       -1.2;
1746000;       -1.1;
1749600;       -2.1;
1753200;       -0.9;
1756800;       -1.7;
1760400;        0.1;
1764000;        1.7;
1767600;        2.7;
1771200;        2.7;
1774800;        3.8;
1778400;        3.9;
1782000;        3.6;
1785600;        2.5;
1789200;        1.9;
1792800;        0.9;
1796400;        0.5;
1800000;       -0.1;
1803600;       -1.1;
1807200;       -0.6;
1810800;       -1.3;
1814400;       -3.6;
1818000;       -3.0;
1821600;       -4.3;
1825200;       -4.0;
1828800;       -3.9;
1832400;       -5.8;
1836000;       -5.6;
1839600;       -4.6;
1843200;       -3.5;
1846800;       -1.8;
1850400;       -0.6;
1854000;        0.7;
1857600;        1.9;
1861200;        2.2;
1864800;        2.2;
1868400;        2.6;
1872000;        2.1;
1875600;        1.5;
1879200;        1.6;
1882800;        1.6;
1886400;        1.4;
1890000;        1.5;
1893600;        1.6;
1897200;        1.9;
1900800;        0.6;
1904400;       -0.2;
1908000;       -1.1;
1911600;       -1.5;
1915200;       -1.5;
1918800;        0.7;
1922400;        1.1;
1926000;        1.2;
1929600;        1.2;
1933200;        0.9;
1936800;        1.0;
1940400;        1.2;
1944000;        1.5;
1947600;        1.7;
1951200;        2.0;
1954800;        2.1;
1958400;        1.7;
1962000;        1.3;
1965600;        1.1;
1969200;        1.0;
1972800;        0.5;
1976400;        0.1;
1980000;        0.2;
1983600;       -0.2;
1987200;       -0.1;
1990800;       -0.4;
1994400;       -0.8;
1998000;       -0.7;
2001600;       -0.8;
2005200;       -1.1;
2008800;       -1.1;
2012400;       -1.3;
2016000;       -1.3;
2019600;       -1.3;
2023200;       -0.9;
2026800;       -0.8;
2030400;       -0.1;
2034000;        0.8;
2037600;        0.8;
2041200;        0.9;
2044800;       -0.3;
2048400;       -0.8;
2052000;       -1.4;
2055600;       -0.9;
2059200;       -0.8;
2062800;       -0.6;
2066400;       -0.6;
2070000;       -0.7;
2073600;       -0.8;
2077200;       -0.9;
2080800;       -1.1;
2084400;       -1.6;
2088000;       -1.8;
2091600;       -1.3;
2095200;       -0.3;
2098800;       -0.4;
2102400;       -0.3;
2106000;        0.0;
2109600;        1.4;
2113200;        1.9;
2116800;        2.6;
2120400;        2.8;
2124000;        2.9;
2127600;        3.2;
2131200;        3.2;
2134800;        3.3;
2138400;        2.7;
2142000;        2.6;
2145600;        2.1;
2149200;        0.9;
2152800;        0.3;
2156400;        2.0;
2160000;        1.9;
2163600;        2.9;
2167200;        2.2;
2170800;        4.9;
2174400;        4.6;
2178000;        5.1;
2181600;        6.5;
2185200;        6.7;
2188800;        6.4;
2192400;        6.5;
2196000;        6.9;
2199600;        7.6;
2203200;        8.9;
2206800;        9.1;
2210400;        9.5;
2214000;        8.7;
2217600;        8.2;
2221200;        7.5;
2224800;        7.0;
2228400;        6.6;
2232000;        6.5;
2235600;        6.2;
2239200;        6.4;
2242800;        6.7;
2246400;        6.5;
2250000;        7.0;
2253600;        7.3;
2257200;        7.8;
2260800;        7.2;
2264400;        6.8;
2268000;        6.8;
2271600;        7.1;
2275200;        7.0;
2278800;        7.5;
2282400;        7.7;
2286000;        7.6;
2289600;        7.9;
2293200;        7.5;
2296800;        7.0;
2300400;        6.7;
2304000;        6.7;
2307600;        7.1;
2311200;        7.1;
2314800;        7.1;
2318400;        6.8;
2322000;        6.8;
2325600;        7.2;
2329200;        7.2;
2332800;        6.5;
2336400;        6.7;
2340000;        5.5;
2343600;        5.6;
2347200;        6.0;
2350800;        6.1;
2354400;        6.1;
2358000;        4.3;
2361600;        4.0;
2365200;        3.2;
2368800;        3.6;
2372400;        4.0;
2376000;        4.1;
2379600;        4.4;
2383200;        4.4;
2386800;        4.0;
2390400;        3.6;
2394000;        3.5;
2397600;        3.0;
2401200;        3.0;
2404800;        3.1;
2408400;        3.5;
2412000;        2.5;
2415600;        1.3;
2419200;        2.0;
2422800;        2.6;
2426400;        2.7;
2430000;        2.9;
2433600;        3.0;
2437200;        3.0;
2440800;        2.7;
2444400;        2.8;
2448000;        2.9;
2451600;        3.4;
2455200;        3.6;
2458800;        4.6;
2462400;        4.4;
2466000;        4.7;
2469600;        4.9;
2473200;        4.9;
2476800;        4.3;
2480400;        4.4;
2484000;        4.4;
2487600;        4.0;
2491200;        3.9;
2494800;        5.1;
