Koordinatensystem : Lambert konform konisch
Rechtswert        : 3732500 Meter
Hochwert          : 2677500 Meter
Hoehenlage        : 165 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3732500 2677500  3  2 15   9.0  989 220  3.9 7  5.8  81   14  184 322 -359  0
3732500 2677500  3  2 16   9.2  988 221  4.0 7  5.7  77    0  112 322 -359  0
3732500 2677500  3  2 17   9.0  988 241  3.6 7  5.5  75    4   83 322 -357  0
3732500 2677500  3  2 18   8.5  988 221  3.1 7  5.6  77    8   36 321 -353  0
3732500 2677500  3  2 19   7.1  989 240  2.6 8  5.6  83    0    1 324 -349  0
3732500 2677500  3  2 20   6.9  990 221  2.8 7  5.7  89    0    0 321 -348  0
3732500 2677500  3  2 21   6.1  991 220  2.8 8  5.7  92    0    0 321 -346  0
3732500 2677500  3  2 22   6.0  991 320  4.5 8  5.6  93    0    0 326 -345  0
3732500 2677500  3  2 23   5.2  992 320  4.1 8  5.4  94    0    0 325 -344  0
3732500 2677500  3  2 24   4.7  992 330  4.3 7  5.2  94    0    0 316 -342  0
3732500 2677500  3  3  1   4.7  993 300  4.0 8  5.1  94    0    0 314 -341  0
3732500 2677500  3  3  2   4.5  995 310  3.5 8  5.1  94    0    0 319 -339  0
3732500 2677500  3  3  3   4.2  995 300  3.4 8  5.0  94    0    0 318 -338  0
3732500 2677500  3  3  4   4.0  996 310  3.9 8  4.8  94    0    0 317 -337  0
3732500 2677500  3  3  5   3.9  997 290  4.1 8  4.8  94    0    0 318 -337  0
3732500 2677500  3  3  6   3.8  997 310  3.3 8  4.8  94    0    0 316 -336  0
3732500 2677500  3  3  7   3.7  997 310  2.9 7  4.7  94    0    0 311 -335  0
3732500 2677500  3  3  8   3.7  998 310  2.7 8  4.7  94    0   12 310 -335  0
3732500 2677500  3  3  9   4.0  998 290  3.6 7  4.7  93    0   38 309 -334  0
3732500 2677500  3  3 10   4.5  999 280  3.1 6  4.8  92    1  114 299 -335  0
3732500 2677500  3  3 11   4.6 1000 320  2.2 5  4.8  90    0  134 286 -336  0
3732500 2677500  3  3 12   4.9 1000 280  3.3 6  4.8  88    0  154 286 -339  0
3732500 2677500  3  3 13   5.9 1001 281  2.9 6  4.7  83    1  183 291 -343  0
3732500 2677500  3  3 14   6.9 1001 339  2.0 6  4.6  76   17  239 293 -344  0
3732500 2677500  3  3 15   8.4 1001 272  2.2 6  4.6  69   46  266 294 -345  0
3732500 2677500  3  3 16   7.6 1000 329  1.8 5  4.5  67   70  221 289 -345  0
3732500 2677500  3  3 17   7.0 1001  19  1.4 4  4.5  70   35  135 276 -345  0
3732500 2677500  3  3 18   6.3 1001  19  1.7 7  4.5  74    8   46 281 -344  0
3732500 2677500  3  3 19   6.0 1002  70  1.3 7  4.5  76    0    2 291 -339  0
3732500 2677500  3  3 20   5.6 1002  60  0.6 6  4.3  75    0    0 283 -333  0
3732500 2677500  3  3 21   4.6 1003 170  1.7 5  4.2  76    0    0 270 -330  0
3732500 2677500  3  3 22   3.8 1003 160  2.2 4  4.2  81    0    0 258 -328  0
3732500 2677500  3  3 23   3.3 1002 190  2.3 3  4.1  82    0    0 246 -325  0
3732500 2677500  3  3 24   2.8 1002 179  1.9 2  3.9  82    0    0 234 -321  0
3732500 2677500  3  4  1   1.5 1002 140  1.6 1  3.8  84    0    0 222 -319  0
3732500 2677500  3  4  2   1.3 1002 160  0.9 1  3.7  86    0    0 215 -318  0
3732500 2677500  3  4  3   1.8 1002 199  2.2 1  3.6  84    0    0 214 -318  0
3732500 2677500  3  4  4   1.3 1002 160  1.4 1  3.6  84    0    0 212 -317  0
3732500 2677500  3  4  5   1.5 1001 170  2.5 3  3.6  84    0    0 220 -317  0
3732500 2677500  3  4  6   1.3 1002 180  2.7 2  3.6  85    0    0 226 -317  0
3732500 2677500  3  4  7   1.3 1001 169  2.4 3  3.7  87    0    0 226 -318  0
3732500 2677500  3  4  8   1.7 1002 161  2.2 4  3.7  86    0   13 239 -320  0
3732500 2677500  3  4  9   3.8 1002 131  1.7 4  3.8  82   14   84 249 -325  0
3732500 2677500  3  4 10   6.6 1003 170  2.9 6  4.1  74   58  171 270 -333  0
3732500 2677500  3  4 11   7.7 1003 170  4.3 6  4.2  66   65  223 289 -341  0
3732500 2677500  3  4 12   9.3 1002 200  3.2 6  4.1  59   94  263 293 -346  0
3732500 2677500  3  4 13   9.7 1002 170  4.1 6  4.2  57  133  284 297 -348  0
3732500 2677500  3  4 14  10.6 1002 170  3.5 6  4.2  54  163  272 301 -348  0
3732500 2677500  3  4 15  10.8 1001 190  3.8 5  4.4  54  164  234 299 -344  0
3732500 2677500  3  4 16  10.0 1001 181  4.5 6  4.3  54   36  176 299 -342  0
3732500 2677500  3  4 17   9.2 1001 161  4.0 8  4.2  56    0   70 314 -342  0
3732500 2677500  3  4 18   8.7 1000 170  4.7 8  4.3  60    0   25 325 -342  0
3732500 2677500  3  4 19   8.4 1000 200  3.4 7  4.5  64    0    0 318 -344  0
3732500 2677500  3  4 20   7.9 1001 160  3.1 7  4.7  69    0    0 314 -346  0
3732500 2677500  3  4 21   8.4 1001 189  3.5 8  4.8  70    0    0 321 -348  0
3732500 2677500  3  4 22   8.3 1000 200  3.7 7  4.8  69    0    0 324 -349  0
3732500 2677500  3  4 23   7.7 1000 205  4.1 7  5.2  77    0    0 321 -350  0
3732500 2677500  3  4 24   8.3 1000 200  4.3 7  5.6  82    0    0 323 -350  0
3732500 2677500  3  5  1   8.0 1000 190  3.3 8  5.6  82    0    0 330 -351  0
3732500 2677500  3  5  2   8.6  999 200  3.1 8  5.8  84    0    0 338 -351  0
3732500 2677500  3  5  3   8.8  999 210  3.0 8  5.9  83    0    0 341 -352  0
3732500 2677500  3  5  4   8.6  999 210  3.8 7  6.0  85    0    0 338 -352  0
3732500 2677500  3  5  5   8.9  999 210  3.9 7  6.2  86    0    0 332 -351  0
3732500 2677500  3  5  6   8.8  999 210  3.8 5  6.1  86    0    0 319 -351  0
3732500 2677500  3  5  7   9.0  999 200  3.7 6  6.0  83    0    0 310 -352  0
3732500 2677500  3  5  8   8.8  999 180  2.9 6  5.8  81    0    1 316 -352  0
3732500 2677500  3  5  9   9.8  999 200  3.7 4  5.8  78   35   80 301 -353  0
3732500 2677500  3  5 10  11.0  999 210  4.5 5  5.7  72   45  154 294 -356  0
3732500 2677500  3  5 11  11.6  999 200  3.8 7  5.7  67   21  189 317 -361  0
3732500 2677500  3  5 12  14.1  999 220  2.8 7  5.8  62  136  235 334 -368  0
3732500 2677500  3  5 13  14.7  998 230  3.2 5  5.9  57  247  223 320 -370  0
3732500 2677500  3  5 14  13.7  998 199  2.3 7  5.7  56   58  243 315 -367  0
3732500 2677500  3  5 15  14.2  997 161  1.6 7  5.9  58   15  184 326 -372  0
3732500 2677500  3  5 16  14.2  996 149  2.7 6  5.8  56   41  165 317 -378  0
3732500 2677500  3  5 17  13.2  996 160  3.4 7  5.6  56   15   96 314 -376  0
3732500 2677500  3  5 18  12.8  995 170  3.1 8  5.5  58    6   35 321 -370  0
3732500 2677500  3  5 19  11.5  995 169  2.8 6  5.4  60    0    4 311 -362  0
3732500 2677500  3  5 20  10.6  995 131  2.8 5  5.4  65    0    0 293 -355  0
3732500 2677500  3  5 21   9.1  995 169  2.2 5  5.3  69    0    0 284 -351  0
3732500 2677500  3  5 22   9.2  994 180  2.1 6  5.2  71    0    0 286 -350  0
3732500 2677500  3  5 23   9.7  994 160  2.6 6  5.4  71    0    0 292 -352  0
3732500 2677500  3  5 24  10.2  993 160  3.2 6  5.6  72    0    0 295 -354  0
3732500 2677500  3  6  1  10.5  993 170  3.9 7  5.8  72    0    0 302 -355  0
3732500 2677500  3  6  2  10.4  992 170  3.4 8  5.8  72    0    0 314 -354  0
3732500 2677500  3  6  3  10.2  991 170  4.2 8  5.8  73    0    0 324 -353  0
3732500 2677500  3  6  4  10.5  991 180  4.5 8  5.7  71    0    0 331 -353  0
3732500 2677500  3  6  5  10.3  990 191  4.1 7  5.7  71    0    0 331 -354  0
3732500 2677500  3  6  6  10.2  989 200  3.6 6  5.7  72    0    0 323 -356  0
3732500 2677500  3  6  7  10.1  989 200  3.4 6  5.7  72    0    0 319 -356  0
3732500 2677500  3  6  8  10.3  989 220  3.6 8  5.8  73    0    9 328 -354  0
3732500 2677500  3  6  9  10.2  989 230  4.3 7  6.0  75    0   30 334 -350  0
3732500 2677500  3  6 10   8.8  990 261  3.4 8  6.2  82    0   34 331 -347  0
3732500 2677500  3  6 11   6.1  990 290  4.5 8  5.9  90    0   58 332 -346  0
3732500 2677500  3  6 12   5.8  992 310  3.3 8  5.3  90    0   64 328 -349  0
3732500 2677500  3  6 13   5.9  993 290  3.7 7  5.3  90    0   89 323 -352  0
3732500 2677500  3  6 14   5.8  994 310  4.2 7  5.3  90    0   76 317 -354  0
3732500 2677500  3  6 15   5.6  994 300  4.1 8  5.2  89    0   63 322 -356  0
3732500 2677500  3  6 16   5.8  995 310  6.1 8  5.1  88    0   42 328 -356  0
3732500 2677500  3  6 17   6.0  996 290  4.1 7  5.1  86    0   31 321 -354  0
3732500 2677500  3  6 18   6.0  997 271  4.4 7  5.1  86    0   21 314 -350  0
3732500 2677500  3  6 19   6.0  999 285  3.5 7  5.1  86    0    0 310 -342  0
3732500 2677500  3  6 20   5.7 1000 300  3.0 6  5.0  85    0    0 300 -336  0
3732500 2677500  3  6 21   4.9 1001 300  2.7 4  4.8  86    0    0 282 -332  0
3732500 2677500  3  6 22   4.4 1001 279  2.4 2  4.7  88    0    0 261 -329  0
3732500 2677500  3  6 23   4.0 1002 240  2.5 2  4.6  89    0    0 250 -327  0
3732500 2677500  3  6 24   3.5 1002 229  1.9 2  4.6  92    0    0 248 -325  0
3732500 2677500  3  7  1   3.5 1002 210  2.2 0  4.6  93    0    0 237 -323  0
3732500 2677500  3  7  2   3.2 1002 220  1.9 0  4.5  93    0    0 226 -322  0
3732500 2677500  3  7  3   3.2 1002 200  2.7 1  4.5  92    0    0 229 -321  0
3732500 2677500  3  7  4   3.2 1002 189  2.3 2  4.5  92    0    0 234 -320  0
3732500 2677500  3  7  5   3.3 1002 200  2.9 0  4.4  92    0    0 225 -320  0
3732500 2677500  3  7  6   2.8 1002 180  3.0 2  4.4  92    0    0 220 -319  0
3732500 2677500  3  7  7   2.1 1002 192  2.5 3  4.2  92    0    0 227 -319  0
3732500 2677500  3  7  8   2.2 1002 180  2.7 5  4.1  92    0   19 235 -319  0
3732500 2677500  3  7  9   4.6 1003 180  2.5 4  4.3  87   27   88 240 -321  0
3732500 2677500  3  7 10   6.6 1003 190  4.3 5  4.6  80   92  168 245 -329  0
3732500 2677500  3  7 11   8.1 1003 210  4.8 6  4.7  73  138  223 258 -341  0
3732500 2677500  3  7 12   9.0 1003 210  4.7 6  4.8  68  159  261 265 -351  0
3732500 2677500  3  7 13   9.3 1003 210  5.6 6  4.7  65  145  282 266 -358  0
3732500 2677500  3  7 14   9.2 1002 220  4.8 7  4.4  61   80  272 268 -363  0
3732500 2677500  3  7 15   9.1 1001 191  5.4 7  4.2  58   37  220 271 -364  0
3732500 2677500  3  7 16   8.7 1001 190  4.4 7  4.3  60   26  169 272 -363  0
3732500 2677500  3  7 17   8.1 1000 170  4.4 8  4.5  64    4   84 277 -359  0
3732500 2677500  3  7 18   7.4  999 160  4.2 7  4.4  66    1   32 278 -353  0
3732500 2677500  3  7 19   7.3  998 210  3.7 7  4.4  68    0    4 276 -346  0
3732500 2677500  3  7 20   6.8  998 190  5.1 4  4.5  72    0    0 267 -339  0
3732500 2677500  3  7 21   7.1  998 190  7.2 1  4.5  71    0    0 250 -336  0
3732500 2677500  3  7 22   7.5  997 210  6.8 3  4.3  66    0    0 250 -336  0
3732500 2677500  3  7 23   7.4  997 200  6.3 5  4.2  64    0    0 267 -338  0
3732500 2677500  3  7 24   7.6  997 229  6.1 7  4.2  64    0    0 285 -340  0
3732500 2677500  3  8  1   7.2  997 230  5.2 8  4.3  66    0    0 301 -340  0
3732500 2677500  3  8  2   6.5  997 230  5.3 5  4.5  71    0    0 297 -339  0
3732500 2677500  3  8  3   6.2  998 220  5.8 1  4.5  74    0    0 269 -337  0
3732500 2677500  3  8  4   6.4  998 230  6.7 5  4.5  74    0    0 273 -336  0
3732500 2677500  3  8  5   6.3  998 230  6.6 7  4.4  73    0    0 303 -335  0
3732500 2677500  3  8  6   6.2  998 220  8.4 7  4.3  72    0    0 315 -333  0
3732500 2677500  3  8  7   5.9  998 230  7.5 7  4.4  74    0    0 312 -331  0
3732500 2677500  3  8  8   6.0  998 230  7.4 8  4.5  77    0    2 312 -329  0
3732500 2677500  3  8  9   6.4  999 231  6.7 8  4.6  76    0   30 314 -327  0
3732500 2677500  3  8 10   7.7  999 240  8.4 7  4.6  72   29  156 308 -329  0
3732500 2677500  3  8 11   7.9 1000 250  9.2 6  4.5  67   32  201 297 -334  0
3732500 2677500  3  8 12   8.3 1000 250  8.8 5  4.4  65   78  244 286 -340  0
3732500 2677500  3  8 13   9.6 1001 250  8.2 4  4.3  60  170  253 276 -346  0
3732500 2677500  3  8 14   9.9 1001 241  7.2 4  4.2  55  129  254 271 -350  0
3732500 2677500  3  8 15   9.7 1001 241  7.1 6  4.3  57   17  188 276 -353  0
3732500 2677500  3  8 16   9.2 1001 240  6.8 6  4.5  61    1  116 287 -353  0
3732500 2677500  3  8 17   9.2 1001 253  6.6 6  4.4  61   33  104 288 -352  0
3732500 2677500  3  8 18   9.1 1001 230  6.4 7  4.4  60    8   40 291 -348  0
3732500 2677500  3  8 19   8.9 1001 221  7.2 7  4.5  63    0    5 295 -343  0
3732500 2677500  3  8 20   8.9 1001 248  7.0 7  4.6  64    0    0 296 -340  0
3732500 2677500  3  8 21   8.7 1001 220  6.9 6  4.7  65    0    0 294 -338  0
3732500 2677500  3  8 22   8.2 1001 220  7.4 7  4.8  69    0    0 296 -337  0
3732500 2677500  3  8 23   8.1 1001 220  6.6 7  5.0  73    0    0 303 -338  0
3732500 2677500  3  8 24   8.5 1000 230  8.1 7  4.9  72    0    0 303 -338  0
3732500 2677500  3  9  1   8.0 1000 220  7.6 8  5.0  72    0    0 308 -339  0
3732500 2677500  3  9  2   8.4 1000 230  7.1 8  5.1  74    0    0 313 -338  0
3732500 2677500  3  9  3   8.4 1001 220  6.6 8  5.1  73    0    0 315 -337  0
3732500 2677500  3  9  4   8.5 1000 220  6.9 8  5.1  73    0    0 315 -336  0
3732500 2677500  3  9  5   8.5 1000 230  7.0 8  5.1  73    0    0 314 -335  0
3732500 2677500  3  9  6   8.4 1000 230  6.1 8  5.1  74    0    0 313 -335  0
3732500 2677500  3  9  7   8.2 1000 220  6.1 8  5.1  75    0    0 311 -334  0
3732500 2677500  3  9  8   8.0 1000 230  6.7 8  5.1  76    0   17 308 -334  0
3732500 2677500  3  9  9   8.2 1001 231  6.2 8  5.2  76    3   78 304 -335  0
3732500 2677500  3  9 10   8.5 1001 240  7.0 6  5.1  74   38  177 295 -339  0
3732500 2677500  3  9 11   9.0 1001 231  7.9 5  5.0  70   73  241 279 -346  0
3732500 2677500  3  9 12  10.8 1001 241  7.1 6  5.0  65  151  284 280 -354  0
3732500 2677500  3  9 13  12.4 1001 250  7.1 5  5.1  59  220  293 284 -363  0
3732500 2677500  3  9 14  13.8 1001 230  6.6 6  5.0  53  203  290 287 -370  0
3732500 2677500  3  9 15  15.1 1000 250  6.8 5  4.6  45  187  254 290 -374  0
3732500 2677500  3  9 16  14.9 1000 231  6.9 6  4.3  40  114  203 290 -373  0
3732500 2677500  3  9 17  14.3 1000 231  6.5 6  4.3  41  105  130 294 -369  0
3732500 2677500  3  9 18  13.5 1000 231  4.9 7  4.4  44   36   60 296 -361  0
3732500 2677500  3  9 19  12.8 1000 231  3.8 7  4.5  47    2    8 295 -352  0
3732500 2677500  3  9 20  12.4 1001 230  5.1 6  4.5  49    0    0 288 -346  0
3732500 2677500  3  9 21  11.7 1001 220  4.8 4  4.6  51    0    0 275 -343  0
3732500 2677500  3  9 22  11.2 1002 220  5.8 3  4.7  55    0    0 266 -340  0
3732500 2677500  3  9 23  11.0 1002 210  5.5 3  4.8  58    0    0 264 -338  0
3732500 2677500  3  9 24  10.9 1002 220  6.4 2  4.7  58    0    0 265 -337  0
3732500 2677500  3 10  1  10.8 1003 220  5.9 2  4.7  58    0    0 265 -336  0
3732500 2677500  3 10  2  10.5 1002 230  4.8 1  4.7  58    0    0 265 -334  0
3732500 2677500  3 10  3   9.9 1002 220  5.2 2  4.7  60    0    0 267 -333  0
3732500 2677500  3 10  4   9.5 1003 211  4.2 2  4.8  63    0    0 272 -331  0
3732500 2677500  3 10  5   9.6 1003 230  5.1 2  4.9  65    0    0 273 -331  0
3732500 2677500  3 10  6   9.1 1003 220  4.8 2  4.9  67    0    0 274 -330  0
3732500 2677500  3 10  7   8.8 1004 201  4.2 2  5.0  70    0    0 271 -330  0
3732500 2677500  3 10  8   9.4 1004 210  4.9 5  5.2  72    1   26 284 -330  0
3732500 2677500  3 10  9   9.7 1004 211  4.5 6  5.3  72   18   76 302 -333  0
3732500 2677500  3 10 10  10.2 1004 211  5.2 7  5.6  73   31  135 311 -341  0
3732500 2677500  3 10 11  10.7 1004 240  4.7 8  6.0  75    3  148 320 -351  0
3732500 2677500  3 10 12  11.1 1004 230  5.4 8  6.2  76    1  158 319 -360  0
3732500 2677500  3 10 13  11.5 1004 240  5.3 7  6.4  76    1  161 308 -364  0
3732500 2677500  3 10 14  12.3 1004 221  6.5 6  6.6  75   73  201 301 -368  0
3732500 2677500  3 10 15  12.6 1004 221  6.3 6  6.4  71  224  122 301 -376  0
3732500 2677500  3 10 16  12.6 1003 240  5.8 6  6.3  69  186   85 302 -379  0
3732500 2677500  3 10 17  11.9 1003 250  5.9 7  6.3  70  117   53 305 -376  0
3732500 2677500  3 10 18  11.4 1003 231  4.5 7  6.3  73   18   33 306 -369  0
3732500 2677500  3 10 19  10.9 1003 240  5.6 7  6.2  74    0    3 303 -362  0
3732500 2677500  3 10 20  10.6 1003 220  4.8 7  6.0  74    0    0 301 -358  0
3732500 2677500  3 10 21  10.4 1004 210  3.4 8  6.0  75    0    0 306 -356  0
3732500 2677500  3 10 22  10.3 1003 201  3.7 8  6.0  75    0    0 311 -357  0
3732500 2677500  3 10 23  10.6 1003 220  4.3 8  6.1  77    0    0 313 -357  0
3732500 2677500  3 10 24  10.6 1003 210  5.1 8  6.3  78    0    0 314 -356  0
3732500 2677500  3 11  1  10.7 1002 210  4.7 8  6.3  78    0    0 315 -354  0
3732500 2677500  3 11  2  10.9 1002 200  4.5 8  6.1  75    0    0 316 -354  0
3732500 2677500  3 11  3  11.8 1001 220  4.7 8  6.1  72    0    0 317 -353  0
3732500 2677500  3 11  4  11.7 1001 220  4.2 7  6.2  71    0    0 316 -354  0
3732500 2677500  3 11  5  11.0 1000 220  3.9 7  6.5  76    0    0 313 -355  0
3732500 2677500  3 11  6  10.4 1000 220  3.6 8  6.6  82    0    0 318 -356  0
3732500 2677500  3 11  7  10.0 1000 209  3.5 8  6.7  85    0    0 325 -357  0
3732500 2677500  3 11  8  10.2  999 190  4.0 8  6.7  85    0   11 326 -356  0
3732500 2677500  3 11  9  11.7  999 199  5.2 8  6.5  79    0   46 331 -357  0
3732500 2677500  3 11 10  13.0  997 210  4.6 8  6.2  69    0   72 338 -358  0
3732500 2677500  3 11 11  13.1  996 220  6.9 8  5.9  62    0   81 341 -362  0
3732500 2677500  3 11 12  12.9  996 221  7.2 8  5.9  62    0  101 343 -367  0
3732500 2677500  3 11 13  12.6  996 231  8.1 8  6.2  67    0  106 345 -373  0
3732500 2677500  3 11 14  10.7  995 221  7.4 8  6.8  78    0   79 344 -379  0
3732500 2677500  3 11 15  10.9  995 221  8.0 8  7.3  88    0   80 343 -383  0
3732500 2677500  3 11 16  11.2  995 230  8.5 8  7.5  90    0   88 346 -383  0
3732500 2677500  3 11 17  11.2  995 230  8.6 8  7.7  91    0   55 347 -381  0
3732500 2677500  3 11 18  11.2  994 220  8.1 8  7.6  90    0   28 348 -377  0
3732500 2677500  3 11 19  11.4  994 220  7.2 8  7.4  87    0    4 349 -374  0
3732500 2677500  3 11 20  11.8  994 258  6.3 8  7.3  84    0    0 350 -371  0
3732500 2677500  3 11 21  10.3  994 280  6.0 8  7.2  85    0    0 347 -370  0
3732500 2677500  3 11 22   9.8  994 261  4.9 8  7.0  89    0    0 343 -367  0
3732500 2677500  3 11 23   8.8  995 261  5.2 8  6.7  91    0    0 339 -363  0
3732500 2677500  3 11 24   8.3  996 250  4.4 7  6.5  92    0    0 329 -360  0
3732500 2677500  3 12  1   8.3  996 221  4.8 8  6.2  89    0    0 328 -358  0
3732500 2677500  3 12  2   8.3  996 261  5.3 8  5.9  85    0    0 334 -355  0
3732500 2677500  3 12  3   8.5  996 250  5.6 7  5.9  85    0    0 331 -353  0
3732500 2677500  3 12  4   8.3  996 261  5.3 8  5.9  84    0    0 333 -350  0
3732500 2677500  3 12  5   8.0  997 280  4.7 8  5.8  84    0    0 339 -348  0
3732500 2677500  3 12  6   7.7  997 270  4.4 8  5.7  84    0    0 337 -346  0
3732500 2677500  3 12  7   7.3  998 280  5.2 7  5.5  84    0    0 330 -345  0
3732500 2677500  3 12  8   7.1  999 271  4.0 7  5.5  85    3   25 322 -342  0
3732500 2677500  3 12  9   7.1 1000 290  4.7 7  5.4  86   11   69 322 -341  0
3732500 2677500  3 12 10   7.2 1001 319  3.6 7  5.4  85   29  118 323 -342  0
3732500 2677500  3 12 11   7.6 1002 291  3.9 6  5.3  82   11  143 317 -344  0
3732500 2677500  3 12 12   7.6 1003 310  4.1 6  5.1  78    0   87 312 -345  0
3732500 2677500  3 12 13   7.7 1003 309  4.3 7  4.9  75    0   80 316 -348  0
3732500 2677500  3 12 14   8.2 1004 320  4.2 6  4.9  73    0  106 316 -351  0
3732500 2677500  3 12 15   8.2 1004 310  3.5 7  5.1  74    0   89 316 -351  0
3732500 2677500  3 12 16   8.3 1005 300  3.2 8  5.3  78    0   73 327 -350  0
3732500 2677500  3 12 17   7.6 1006 344  3.8 7  5.5  82    0   72 326 -346  0
3732500 2677500  3 12 18   7.5 1007 340  3.5 6  5.4  84   11   29 313 -341  0
3732500 2677500  3 12 19   6.5 1008 360  4.0 7  5.1  81    0    4 311 -337  0
3732500 2677500  3 12 20   6.0 1009 359  3.4 8  4.7  79    0    0 317 -336  0
3732500 2677500  3 12 21   5.7 1010 350  2.5 8  4.6  79    0    0 321 -335  0
3732500 2677500  3 12 22   5.5 1010 349  3.1 8  4.6  81    0    0 320 -332  0
3732500 2677500  3 12 23   5.3 1011 359  2.6 8  4.7  84    0    0 319 -327  0
3732500 2677500  3 12 24   5.1 1012   9  1.7 7  4.7  85    0    0 312 -322  0
3732500 2677500  3 13  1   5.0 1012  20  2.3 7  4.7  86    0    0 305 -320  0
3732500 2677500  3 13  2   4.7 1013  11  3.3 7  4.7  88    0    0 304 -321  0
3732500 2677500  3 13  3   3.7 1013  20  2.3 8  4.6  90    0    0 307 -321  0
3732500 2677500  3 13  4   3.2 1013  10  2.2 7  4.4  90    0    0 301 -318  0
3732500 2677500  3 13  5   2.7 1014   1  1.9 5  4.2  90    0    0 283 -316  0
3732500 2677500  3 13  6   2.3 1014 351  2.8 5  4.2  91    0    0 270 -316  0
3732500 2677500  3 13  7   2.1 1014  41  2.3 7  4.1  92    0    0 277 -315  0
3732500 2677500  3 13  8   2.1 1015  31  2.5 7  4.1  92    0   22 285 -312  0
3732500 2677500  3 13  9   2.0 1015  40  2.4 7  4.0  92    2   78 287 -312  0
3732500 2677500  3 13 10   2.6 1016  51  2.5 7  4.1  92   14  152 291 -315  0
3732500 2677500  3 13 11   4.5 1016  40  3.3 4  4.1  85  145  228 279 -324  0
3732500 2677500  3 13 12   6.3 1016  59  2.9 1  4.0  71  332  205 253 -335  0
3732500 2677500  3 13 13   7.3 1015  30  2.9 1  3.9  64  403  185 243 -342  0
3732500 2677500  3 13 14   7.6 1015  20  3.6 1  4.0  62  346  201 246 -348  0
3732500 2677500  3 13 15   8.4 1016  50  3.5 1  3.7  56  333  165 248 -350  0
3732500 2677500  3 13 16   8.8 1015  30  3.5 0  3.3  48  287  132 243 -349  0
3732500 2677500  3 13 17   8.3 1015  40  3.5 0  3.2  46  179  101 237 -344  0
3732500 2677500  3 13 18   7.4 1014  29  3.7 0  3.2  48   70   58 235 -337  0
3732500 2677500  3 13 19   6.1 1013  30  3.2 0  3.5  57    5   10 232 -329  0
3732500 2677500  3 13 20   5.3 1014  30  2.6 0  3.6  64    0    0 230 -323  0
3732500 2677500  3 13 21   4.5 1014  60  2.5 0  3.3  62    0    0 227 -319  0
3732500 2677500  3 13 22   3.9 1014  80  3.1 0  3.2  63    0    0 225 -316  0
3732500 2677500  3 13 23   3.4 1015  71  3.0 0  3.1  64    0    0 223 -315  0
3732500 2677500  3 13 24   3.0 1015  70  2.8 1  3.2  66    0    0 227 -314  0
3732500 2677500  3 14  1   2.3 1015  70  2.9 0  3.2  70    0    0 225 -311  0
3732500 2677500  3 14  2   1.5 1014  80  3.4 0  3.2  73    0    0 218 -309  0
3732500 2677500  3 14  3   0.9 1014  90  2.7 0  3.1  76    0    0 215 -309  0
3732500 2677500  3 14  4   0.1 1014  80  2.9 0  3.1  78    0    0 212 -308  0
3732500 2677500  3 14  5  -0.2 1014  71  2.8 0  3.0  80    0    0 210 -307  0
3732500 2677500  3 14  6  -0.5 1014  80  2.9 0  2.9  78    0    0 208 -306  0
3732500 2677500  3 14  7  -1.0 1015  71  2.2 1  2.8  78    0    0 211 -305  0
3732500 2677500  3 14  8  -0.2 1015  70  3.2 0  2.9  80   15   40 212 -304  0
3732500 2677500  3 14  9   2.2 1015  70  3.1 0  3.0  75   88   94 212 -305  0
3732500 2677500  3 14 10   5.0 1015  80  4.3 0  3.1  63  266   93 218 -310  0
3732500 2677500  3 14 11   5.7 1014  50  3.5 1  2.8  50  391   94 227 -316  0
