Koordinatensystem : Lambert konform konisch
Rechtswert        : 3732500 Meter
Hochwert          : 2677500 Meter
Hoehenlage        : 165 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3732500 2677500  7 10  8  16.8 1001 111  0.8 1  8.6  78  238  131 300 -407  0
3732500 2677500  7 10  9  18.8 1002   1  1.1 1  8.6  67  384  144 306 -425  0
3732500 2677500  7 10 10  20.2 1002 360  1.3 1  7.9  55  533  143 311 -444  0
3732500 2677500  7 10 11  21.3 1002  10  1.4 1  7.5  49  660  136 318 -462  0
3732500 2677500  7 10 12  22.4 1001  11  1.5 0  7.7  47  739  131 323 -478  0
3732500 2677500  7 10 13  23.4 1001  20  1.3 1  7.8  44  688  178 328 -490  0
3732500 2677500  7 10 14  24.2 1001 349  1.7 1  8.1  43  715  148 335 -498  0
3732500 2677500  7 10 15  24.8 1000  11  1.5 1  8.2  42  748   91 339 -502  0
3732500 2677500  7 10 16  25.1 1000  11  1.2 1  8.1  41  548  134 340 -503  0
3732500 2677500  7 10 17  24.9 1000  10  1.8 1  8.5  42  486  100 340 -498  0
3732500 2677500  7 10 18  24.5 1000  10  1.6 1  8.3  42  323   98 337 -488  0
3732500 2677500  7 10 19  23.7  999 351  1.5 1  8.3  44  136   97 334 -474  0
3732500 2677500  7 10 20  22.6  999  11  1.2 2  8.7  48   73   50 334 -461  0
3732500 2677500  7 10 21  21.2  999  29  1.1 4  8.9  53    5   11 334 -447  0
3732500 2677500  7 10 22  19.8 1000 219  1.5 4  9.1  60    0    0 332 -434  0
3732500 2677500  7 10 23  18.5 1000 170  1.2 4  9.3  66    0    0 327 -424  0
3732500 2677500  7 10 24  17.4 1000 189  1.5 4  9.2  71    0    0 323 -416  0
3732500 2677500  7 11  1  16.5 1000 180  1.8 5  9.1  74    0    0 322 -410  0
3732500 2677500  7 11  2  16.8 1000 180  2.1 6  9.0  75    0    0 326 -406  0
3732500 2677500  7 11  3  16.7 1000 180  2.0 6  8.8  73    0    0 330 -403  0
3732500 2677500  7 11  4  16.5  999 180  1.7 5  8.6  72    0    0 332 -399  0
3732500 2677500  7 11  5  16.9  999 190  1.8 6  8.7  72    0    0 336 -396  0
3732500 2677500  7 11  6  18.3  999 220  2.3 7  9.0  71    0   29 347 -394  0
3732500 2677500  7 11  7  19.7  999 211  2.4 7  9.4  67    1   86 351 -400  0
3732500 2677500  7 11  8  21.2  999 231  3.0 6  9.8  64   45  194 352 -414  0
3732500 2677500  7 11  9  22.7  999 232  2.6 4 10.7  64  174  258 354 -436  0
3732500 2677500  7 11 10  24.7  999 251  3.7 3 11.3  61  473  195 355 -460  0
3732500 2677500  7 11 11  26.0  999 251  5.2 3 11.1  54  569  208 362 -481  0
3732500 2677500  7 11 12  26.6  999 241  4.8 4 10.7  49  524  280 370 -496  0
3732500 2677500  7 11 13  26.3  998 262  4.6 5 10.9  50  246  401 378 -506  0
3732500 2677500  7 11 14  26.4  998 280  4.8 5 11.1  51  305  369 381 -511  0
3732500 2677500  7 11 15  26.8  998 270  5.3 5 11.1  50  292  348 383 -511  0
3732500 2677500  7 11 16  25.8  998 280  3.7 6 11.6  53  130  330 386 -506  0
3732500 2677500  7 11 17  25.8  998 300  4.0 6 11.6  55   84  265 387 -499  0
3732500 2677500  7 11 18  24.4  998 301  3.3 5 11.5  57  143  186 381 -489  0
3732500 2677500  7 11 19  22.6  999 339  3.6 6 11.6  63   22  107 373 -474  0
3732500 2677500  7 11 20  21.0  999 330  3.5 7 11.1  67    0   25 371 -456  0
3732500 2677500  7 11 21  19.5 1000 340  3.1 5 10.2  68    0    3 361 -441  0
3732500 2677500  7 11 22  17.5 1000 360  2.5 4  9.3  69    0    0 345 -429  0
3732500 2677500  7 11 23  15.7 1000 360  1.4 4  8.7  72    0    0 335 -419  0
3732500 2677500  7 11 24  14.8 1001 340  1.9 4  8.2  74    0    0 330 -409  0
3732500 2677500  7 12  1  13.6 1001 330  2.0 5  7.7  75    0    0 327 -402  0
3732500 2677500  7 12  2  12.9 1001 330  1.4 6  7.5  78    0    0 329 -396  0
3732500 2677500  7 12  3  12.7 1001 340  1.1 6  7.4  79    0    0 329 -391  0
3732500 2677500  7 12  4  12.3 1001 340  1.1 7  7.3  80    0    0 330 -386  0
3732500 2677500  7 12  5  11.9 1001 320  0.7 7  7.3  81    0    0 331 -382  0
3732500 2677500  7 12  6  12.5 1002 360  0.1 7  7.3  81    0   32 333 -380  0
3732500 2677500  7 12  7  13.4 1002 358  0.2 5  7.4  79   16  106 327 -383  0
3732500 2677500  7 12  8  15.1 1002   9  1.0 4  7.3  72  173  163 319 -393  0
3732500 2677500  7 12  9  16.9 1003 349  1.2 4  7.2  63  323  179 321 -409  0
3732500 2677500  7 12 10  18.2 1003 350  1.9 5  7.3  58  450  191 332 -426  0
3732500 2677500  7 12 11  19.4 1004 329  1.9 5  7.5  55  508  221 341 -442  0
3732500 2677500  7 12 12  19.8 1004 310  2.1 5  7.4  51  340  344 344 -454  0
3732500 2677500  7 12 13  20.5 1003 339  2.0 5  7.2  49  191  390 346 -464  0
3732500 2677500  7 12 14  20.2 1003   0  1.9 5  7.3  48  195  379 346 -471  0
3732500 2677500  7 12 15  20.1 1003 339  2.0 6  7.4  50  200  351 347 -474  0
3732500 2677500  7 12 16  21.1 1003 331  2.9 7  7.4  48  176  307 354 -475  0
3732500 2677500  7 12 17  20.2 1003 329  2.3 6  7.4  48  218  227 355 -471  0
3732500 2677500  7 12 18  21.4 1003 360  1.6 6  7.6  49  129  178 356 -463  0
3732500 2677500  7 12 19  20.0 1002 350  2.1 5  7.8  50   43  107 354 -454  0
3732500 2677500  7 12 20  19.1 1002  10  1.7 5  7.9  55   31   51 348 -443  0
3732500 2677500  7 12 21  17.8 1003 360  1.3 5  8.2  61    0    8 346 -429  0
3732500 2677500  7 12 22  16.3 1002   0  0.9 4  8.2  67    0    0 338 -418  0
3732500 2677500  7 12 23  16.1 1002   0  0.6 4  8.2  70    0    0 332 -410  0
3732500 2677500  7 12 24  15.0 1002   0  1.3 3  8.1  73    0    0 325 -403  0
3732500 2677500  7 13  1  14.3 1002 120  2.1 2  8.1  77    0    0 314 -397  0
3732500 2677500  7 13  2  13.9 1002 150  0.9 2  8.1  79    0    0 308 -393  0
3732500 2677500  7 13  3  13.4 1002   0  0.6 1  8.1  82    0    0 302 -389  0
3732500 2677500  7 13  4  12.7 1002 360  0.5 2  8.0  84    0    0 300 -385  0
3732500 2677500  7 13  5  12.1 1001 160  1.0 1  7.7  84    0    0 297 -382  0
3732500 2677500  7 13  6  12.7 1001  64  0.6 1  7.7  84   15   46 292 -381  0
3732500 2677500  7 13  7  13.9 1001  80  1.5 0  7.9  82  106   94 290 -385  0
3732500 2677500  7 13  8  16.5 1002  71  1.4 0  8.5  78  255  110 291 -395  0
3732500 2677500  7 13  9  18.9 1003  81  1.6 0  8.9  70  422  105 300 -409  0
3732500 2677500  7 13 10  20.3 1002  50  1.9 0  8.8  61  580   93 308 -425  0
3732500 2677500  7 13 11  21.6 1002  51  2.0 0  8.9  57  710   78 314 -440  0
3732500 2677500  7 13 12  22.6 1002  31  2.1 0  8.5  51  796   70 319 -454  0
3732500 2677500  7 13 13  23.6 1001  41  2.4 0  7.4  42  748  113 323 -465  0
3732500 2677500  7 13 14  24.6 1001  51  2.5 1  6.8  36  768   87 330 -473  0
3732500 2677500  7 13 15  25.3 1001  51  2.6 0  6.5  33  764   67 332 -477  0
3732500 2677500  7 13 16  25.4 1000  21  2.4 1  6.6  32  595   83 334 -479  0
3732500 2677500  7 13 17  25.5 1000  31  3.4 1  6.6  32  541   50 336 -478  0
3732500 2677500  7 13 18  24.6  999  31  2.6 1  6.9  34  372   61 333 -472  0
3732500 2677500  7 13 19  23.4  999  22  3.3 0  7.4  39  186   66 326 -464  0
3732500 2677500  7 13 20  22.2  999  21  2.8 1  7.9  45   77   44 321 -452  0
3732500 2677500  7 13 21  20.7  999  31  2.2 0  8.2  51    5   11 315 -439  0
3732500 2677500  7 13 22  19.1  999  31  1.8 0  8.5  58    0    0 307 -427  0
3732500 2677500  7 13 23  18.0  999  41  2.0 0  8.5  63    0    0 301 -419  0
3732500 2677500  7 13 24  16.9  999  61  1.6 0  8.4  66    0    0 296 -413  0
3732500 2677500  7 14  1  16.1  999  81  2.0 0  8.2  69    0    0 294 -408  0
3732500 2677500  7 14  2  15.1  998  80  1.9 0  8.2  73    0    0 290 -405  0
3732500 2677500  7 14  3  14.4  998  71  2.0 0  8.1  76    0    0 286 -401  0
3732500 2677500  7 14  4  14.0  997  42  2.8 0  8.0  78    0    0 283 -398  0
3732500 2677500  7 14  5  13.7  997  99  2.3 0  7.9  78    0    0 281 -396  0
3732500 2677500  7 14  6  14.2  997  81  1.7 0  7.8  77   19   46 280 -395  0
3732500 2677500  7 14  7  15.9  997  60  1.9 0  7.9  73  118   90 280 -400  0
3732500 2677500  7 14  8  18.4  998  70  2.2 0  8.3  66  260  111 287 -413  0
3732500 2677500  7 14  9  20.9  998  41  4.6 0  8.6  59  416  118 295 -432  0
3732500 2677500  7 14 10  23.7  998  70  5.0 0  8.8  52  568  115 306 -452  0
3732500 2677500  7 14 11  24.7  997  70  4.9 0  9.0  47  698  104 316 -471  0
3732500 2677500  7 14 12  26.5  997  80  5.4 0  8.5  41  783   94 324 -486  0
3732500 2677500  7 14 13  26.9  996  61  3.5 0  8.1  37  730  142 330 -497  0
3732500 2677500  7 14 14  28.0  996  70  5.4 0  8.0  34  749  116 334 -506  0
3732500 2677500  7 14 15  28.2  995  80  3.4 0  7.4  30  770   68 336 -511  0
3732500 2677500  7 14 16  27.7  995  61  3.1 0  7.0  29  568  113 334 -512  0
3732500 2677500  7 14 17  27.4  995  80  3.4 0  7.1  30  512   78 333 -509  0
3732500 2677500  7 14 18  27.1  994  80  3.6 0  7.0  30  369   71 331 -503  0
3732500 2677500  7 14 19  25.5  994  90  4.5 0  6.8  31  172   77 327 -491  0
3732500 2677500  7 14 20  24.3  994  71  2.4 0  7.0  35   73   48 324 -477  0
3732500 2677500  7 14 21  22.3  994  80  1.7 0  7.2  40    5   11 319 -463  0
3732500 2677500  7 14 22  20.7  994  99  1.8 0  7.2  44    0    0 312 -450  0
3732500 2677500  7 14 23  19.1  994 105  1.5 0  7.4  50    0    0 307 -440  0
3732500 2677500  7 14 24  18.3  994 130  1.7 0  7.4  54    0    0 303 -433  0
3732500 2677500  7 15  1  16.8  994 149  1.8 0  7.4  58    0    0 299 -428  0
3732500 2677500  7 15  2  16.3  994 105  1.8 0  7.4  62    0    0 296 -423  0
3732500 2677500  7 15  3  15.5  994 100  2.1 0  7.4  64    0    0 293 -419  0
3732500 2677500  7 15  4  15.2  994 100  2.0 0  7.6  68    0    0 292 -415  0
3732500 2677500  7 15  5  15.5  994 100  2.1 0  7.7  70    0    0 292 -412  0
3732500 2677500  7 15  6  15.3  994  81  1.9 0  7.9  71   16   45 291 -410  0
3732500 2677500  7 15  7  17.4  994  61  2.1 0  8.2  69  104   96 293 -412  0
3732500 2677500  7 15  8  19.9  993  71  4.8 0  8.5  62  237  124 300 -423  0
3732500 2677500  7 15  9  23.4  993  61  5.0 0  9.0  54  395  130 311 -442  0
3732500 2677500  7 15 10  26.5  993 109  5.6 0  9.1  45  539  132 326 -462  0
3732500 2677500  7 15 11  28.3  992 129  6.5 0  8.4  36  663  125 338 -481  0
3732500 2677500  7 15 12  29.8  992 109  7.1 0  7.7  30  744  119 346 -497  0
3732500 2677500  7 15 13  30.8  992 109  4.0 0  8.0  29  691  167 354 -508  0
3732500 2677500  7 15 14  31.6  992 129  5.7 0  8.0  28  709  143 360 -516  0
3732500 2677500  7 15 15  32.3  991 120  3.3 0  7.8  26  747   84 365 -520  0
3732500 2677500  7 15 16  32.2  991 149  2.2 0  7.7  25  543  129 365 -524  0
3732500 2677500  7 15 17  31.5  991  71  3.4 0  7.4  25  482   95 363 -526  0
3732500 2677500  7 15 18  30.7  990  80  4.0 0  7.6  26  336   88 360 -518  0
3732500 2677500  7 15 19  29.1  990  90  3.5 0  7.7  29  156   86 355 -501  0
3732500 2677500  7 15 20  27.6  989  90  3.7 1  7.7  31   65   48 352 -485  0
3732500 2677500  7 15 21  25.9  989 100  2.8 1  7.5  33    4   10 348 -472  0
3732500 2677500  7 15 22  24.8  989 119  2.0 1  7.5  36    0    0 342 -460  0
3732500 2677500  7 15 23  23.6  989  71  1.9 1  7.7  40    0    0 337 -449  0
3732500 2677500  7 15 24  23.1  989 110  1.7 4  7.6  42    0    0 338 -441  0
3732500 2677500  7 16  1  22.4  990 130  1.9 3  7.3  41    0    0 337 -436  0
3732500 2677500  7 16  2  21.9  989 110  3.0 2  7.0  41    0    0 332 -431  0
3732500 2677500  7 16  3  21.2  989  51  2.0 2  7.3  44    0    0 329 -426  0
3732500 2677500  7 16  4  20.5  989 114  1.6 1  7.4  47    0    0 325 -421  0
3732500 2677500  7 16  5  20.2  989  81  1.9 2  7.4  48    0    0 323 -418  0
3732500 2677500  7 16  6  20.3  988  41  1.9 2  7.6  50    0   31 324 -416  0
3732500 2677500  7 16  7  21.4  988  31  1.9 4  8.2  52   12   97 330 -419  0
3732500 2677500  7 16  8  23.2  988  51  1.9 3  8.9  52   72  184 338 -431  0
3732500 2677500  7 16  9  23.3  988  32  2.3 3 10.3  56  131  255 344 -450  0
3732500 2677500  7 16 10  27.5  988  51  2.4 4 11.4  54  279  283 359 -470  0
3732500 2677500  7 16 11  31.5  988  90  5.7 2 11.0  42  416  284 374 -488  0
3732500 2677500  7 16 12  33.9  987 158  5.6 1  9.7  30  507  277 379 -502  0
3732500 2677500  7 16 13  34.1  987 189  3.6 1  8.8  26  570  252 383 -512  0
3732500 2677500  7 16 14  32.5  987 211  4.7 2  9.5  29  523  259 387 -519  0
3732500 2677500  7 16 15  32.6  987 210  5.6 3 10.1  32  505  239 393 -524  0
3732500 2677500  7 16 16  31.9  987 220  4.7 3 10.6  34  319  266 396 -525  0
3732500 2677500  7 16 17  30.9  987 250  6.1 3 11.0  37  246  220 394 -522  0
3732500 2677500  7 16 18  29.6  988 250  5.2 4 11.1  40  157  170 392 -513  0
3732500 2677500  7 16 19  27.9  988 250  5.0 5 11.6  45   79  110 393 -501  0
3732500 2677500  7 16 20  26.9  988 241  5.0 6 11.6  50    0   33 396 -487  0
3732500 2677500  7 16 21  25.1  988 230  4.2 7 11.2  52    0    4 396 -473  0
3732500 2677500  7 16 22  22.6  989 250  4.7 5 10.1  53    0    0 384 -462  0
3732500 2677500  7 16 23  21.3  991 240  3.9 4  9.1  54    0    0 368 -454  0
3732500 2677500  7 16 24  20.1  992 230  3.3 3  8.9  57    0    0 358 -449  0
3732500 2677500  7 17  1  19.1  993 231  2.8 2  9.2  63    0    0 349 -444  0
3732500 2677500  7 17  2  19.0  993 211  3.3 2  9.3  66    0    0 344 -441  0
3732500 2677500  7 17  3  18.6  994 230  3.3 2  9.2  67    0    0 344 -440  0
3732500 2677500  7 17  4  18.5  994 210  3.6 2  9.1  67    0    0 343 -438  0
3732500 2677500  7 17  5  18.5  994 210  4.7 3  9.2  67    0    0 346 -434  0
3732500 2677500  7 17  6  19.1  994 200  4.7 3  9.6  70    6   40 349 -431  0
3732500 2677500  7 17  7  19.7  995 210  5.7 5 10.0  70   12   97 358 -431  0
3732500 2677500  7 17  8  19.6  995 230  5.4 5 10.1  69   16  163 365 -433  0
3732500 2677500  7 17  9  19.6  995 220  6.6 5 10.2  70   28  234 365 -434  0
3732500 2677500  7 17 10  19.0  996 221  5.4 6 10.2  71    3  215 368 -434  0
3732500 2677500  7 17 11  19.8  997 230  6.6 5  9.7  68   29  315 368 -438  0
3732500 2677500  7 17 12  19.7  997 220  5.8 6  9.6  66    3  249 370 -446  0
3732500 2677500  7 17 13  19.7  998 220  5.6 5  9.9  67   65  376 373 -451  0
3732500 2677500  7 17 14  19.5  998 220  5.1 6  9.9  68   11  283 373 -451  0
3732500 2677500  7 17 15  19.4  999 219  7.1 6  9.6  67   22  282 375 -455  0
3732500 2677500  7 17 16  19.4  999 211  5.4 7  8.9  62   12  229 377 -452  0
3732500 2677500  7 17 17  19.3 1000 230  4.6 8  8.7  61    0  142 382 -444  0
3732500 2677500  7 17 18  19.9 1000 230  5.0 7  8.8  61    4  125 384 -446  0
3732500 2677500  7 17 19  19.8 1001 210  3.9 8  8.9  60    2   76 382 -442  0
3732500 2677500  7 17 20  19.6 1001 210  3.9 6  8.7  60   24   52 376 -432  0
3732500 2677500  7 17 21  19.3 1001 201  3.4 5  8.5  59    3   10 362 -425  0
3732500 2677500  7 17 22  18.4 1001 241  3.5 6  8.5  62    0    0 359 -422  0
3732500 2677500  7 17 23  17.9 1002 250  2.8 6  9.0  68    0    0 358 -420  0
3732500 2677500  7 17 24  17.8 1002 230  4.2 8  9.5  73    0    0 364 -419  0
3732500 2677500  7 18  1  17.8 1002 200  2.9 8  9.4  73    0    0 369 -417  0
3732500 2677500  7 18  2  17.1 1002 210  3.5 6  9.2  73    0    0 360 -415  0
3732500 2677500  7 18  3  16.7 1001 210  3.3 5  9.1  74    0    0 348 -412  0
3732500 2677500  7 18  4  16.3 1001 210  3.0 4  9.1  76    0    0 340 -410  0
3732500 2677500  7 18  5  16.2 1002 200  2.9 3  9.0  77    0    0 332 -409  0
3732500 2677500  7 18  6  16.8 1002 200  3.3 2  9.1  76   14   39 327 -407  0
3732500 2677500  7 18  7  18.1 1003 200  3.1 1  9.4  74  106   82 323 -408  0
3732500 2677500  7 18  8  20.2 1003 201  4.1 2  9.8  70  206  121 328 -414  0
3732500 2677500  7 18  9  21.7 1003 221  3.9 3 10.0  64  262  177 342 -423  0
3732500 2677500  7 18 10  22.4 1003 240  4.0 5  9.7  58  288  237 357 -434  0
3732500 2677500  7 18 11  24.7 1003 250  4.7 3  9.3  51  526  173 363 -446  0
3732500 2677500  7 18 12  25.0 1003 221  4.6 3  9.0  45  642  143 361 -457  0
3732500 2677500  7 18 13  26.1 1003 241  5.3 3  8.6  42  599  171 365 -465  0
3732500 2677500  7 18 14  27.0 1003 251  4.5 2  8.5  39  560  181 368 -469  0
3732500 2677500  7 18 15  27.8 1003 230  4.0 2  8.3  36  543  164 368 -475  0
3732500 2677500  7 18 16  27.6 1003 266  3.9 3  8.2  35  464  149 371 -479  0
3732500 2677500  7 18 17  27.4 1002 241  2.4 3  8.2  35  407  102 373 -479  0
3732500 2677500  7 18 18  26.5 1002 250  3.2 3  8.3  37  296   77 371 -473  0
3732500 2677500  7 18 19  25.3 1002 291  1.9 2  8.7  41  156   73 365 -464  0
3732500 2677500  7 18 20  24.1 1002 320  1.3 2  9.0  46   68   40 358 -452  0
3732500 2677500  7 18 21  22.8 1002 330  0.8 2  9.1  50    4   10 354 -438  0
3732500 2677500  7 18 22  21.2 1002 190  1.1 1  9.4  56    0    0 346 -426  0
3732500 2677500  7 18 23  19.5 1003 190  1.3 2  9.6  64    0    0 339 -418  0
3732500 2677500  7 18 24  18.6 1003 180  1.2 2  9.5  68    0    0 338 -411  0
3732500 2677500  7 19  1  18.0 1003 180  1.4 1  9.3  70    0    0 332 -405  0
3732500 2677500  7 19  2  17.4 1003 150  1.5 1  9.1  71    0    0 326 -400  0
3732500 2677500  7 19  3  17.3 1003 170  1.5 1  9.0  72    0    0 325 -397  0
3732500 2677500  7 19  4  16.8 1002 150  1.5 1  8.8  72    0    0 322 -395  0
3732500 2677500  7 19  5  17.1 1001 170  1.4 1  8.7  71    0    0 322 -393  0
3732500 2677500  7 19  6  17.4 1002 150  1.3 0  8.8  71   13   42 317 -392  0
3732500 2677500  7 19  7  19.5 1002 160  1.2 0  9.1  67   94   94 313 -396  0
3732500 2677500  7 19  8  23.0 1002 169  1.9 1  9.1  57  229  122 324 -409  0
3732500 2677500  7 19  9  25.7 1002 131  3.1 0  8.6  45  378  135 332 -429  0
3732500 2677500  7 19 10  27.4 1001 180  2.4 0  8.2  37  539  127 337 -452  0
3732500 2677500  7 19 11  28.5 1001 169  2.9 0  7.7  32  663  120 342 -474  0
3732500 2677500  7 19 12  29.8 1001 128  3.2 1  7.6  30  744  114 352 -494  0
3732500 2677500  7 19 13  30.4 1000  60  2.0 0  8.0  30  667  174 360 -508  0
3732500 2677500  7 19 14  31.0 1000 129  2.1 1  8.3  30  687  150 365 -515  0
3732500 2677500  7 19 15  31.7  999 179  1.9 0  7.8  27  739   82 367 -521  0
3732500 2677500  7 19 16  32.3  999  99  1.3 1  7.5  25  543  125 367 -526  0
3732500 2677500  7 19 17  31.6  998 100  2.2 1  6.9  23  478   92 365 -525  0
3732500 2677500  7 19 18  31.2  998 138  3.6 1  6.3  22  326   89 361 -514  0
3732500 2677500  7 19 19  29.6  997  86  2.2 0  6.7  24  147   87 356 -500  0
3732500 2677500  7 19 20  28.3  997 126  3.2 2  7.1  28   58   47 354 -486  0
3732500 2677500  7 19 21  26.0  997 127  2.1 1  7.3  32    4    9 350 -470  0
3732500 2677500  7 19 22  24.1  997 131  2.5 1  7.8  38    0    0 343 -457  0
3732500 2677500  7 19 23  22.8  998 180  2.6 0  8.0  44    0    0 339 -451  0
3732500 2677500  7 19 24  21.6  997 170  3.7 0  7.8  46    0    0 334 -449  0
3732500 2677500  7 20  1  21.5  997 170  2.3 0  7.7  47    0    0 333 -447  0
3732500 2677500  7 20  2  21.0  996 180  2.4 0  7.6  47    0    0 329 -446  0
3732500 2677500  7 20  3  20.3  996 180  2.9 0  7.4  48    0    0 326 -445  0
3732500 2677500  7 20  4  20.0  996 180  3.2 0  7.4  50    0    0 324 -447  0
3732500 2677500  7 20  5  19.8  996 200  2.2 0  7.5  51    0    0 324 -444  0
3732500 2677500  7 20  6  20.9  995 190  3.0 1  7.6  50   11   36 326 -436  0
3732500 2677500  7 20  7  22.5  995 189  1.7 3  8.1  49   37   90 336 -434  0
3732500 2677500  7 20  8  25.1  995 159  1.7 5  8.6  46   44  154 352 -436  0
3732500 2677500  7 20  9  27.0  995 188  2.7 5  8.8  41  153  208 365 -443  0
3732500 2677500  7 20 10  29.9  994 100  1.8 6  9.2  37  200  261 378 -454  0
3732500 2677500  7 20 11  31.2  995 159  2.1 6 10.2  36  276  286 393 -469  0
3732500 2677500  7 20 12  30.5  995 280  2.4 6 11.2  39  387  275 400 -484  0
3732500 2677500  7 20 13  29.5  994 271  3.9 5 11.1  41  427  255 397 -497  0
3732500 2677500  7 20 14  30.5  993 252  4.3 5 10.2  38  574  165 396 -510  0
3732500 2677500  7 20 15  30.4  993 251  4.7 4  9.7  35  552  149 395 -518  0
3732500 2677500  7 20 16  29.4  993 260  4.7 5 10.0  37  387  182 394 -514  0
3732500 2677500  7 20 17  25.4  993 275  5.6 7 10.9  46    8  173 392 -508  0
3732500 2677500  7 20 18  23.8  993 318  2.2 8 11.7  59    0   81 391 -501  0
3732500 2677500  7 20 19  24.0  993 354  3.9 6 12.3  65   12   85 388 -491  0
3732500 2677500  7 20 20  23.6  994 320  1.6 7 12.4  66    9   38 386 -477  0
3732500 2677500  7 20 21  22.2  994   1  1.7 5 12.1  67    2    9 381 -461  0
3732500 2677500  7 20 22  20.9  995 349  1.4 4 12.1  73    0    0 367 -449  0
3732500 2677500  7 20 23  19.9  995 339  1.9 3 11.8  77    0    0 357 -442  0
3732500 2677500  7 20 24  19.4  995 330  1.5 4 11.2  77    0    0 355 -438  0
3732500 2677500  7 21  1  19.0  996 349  1.5 7 10.8  76    0    0 368 -435  0
3732500 2677500  7 21  2  18.3  997  10  1.1 6 10.4  76    0    0 375 -432  0
3732500 2677500  7 21  3  17.5  997  19  1.3 2 10.2  78    0    0 354 -429  0
3732500 2677500  7 21  4  16.8  996  81  0.9 2 10.1  81    0    0 336 -423  0
3732500 2677500  7 21  5  17.1  996 159  0.4 4 10.0  81    0    0 343 -416  0
3732500 2677500  7 21  6  17.4  996 143  0.5 4  9.9  79    4   34 351 -410  0
3732500 2677500  7 21  7  18.5  997 101  0.6 4 10.0  76   22   99 353 -411  0
3732500 2677500  7 21  8  20.1  997  79  0.9 7 10.3  72   10  141 369 -422  0
3732500 2677500  7 21  9  21.7  996  50  0.9 7 10.8  68   27  222 387 -439  0
3732500 2677500  7 21 10  23.6  996 148  0.9 6 11.3  64  203  315 391 -458  0
3732500 2677500  7 21 11  25.5  996 270  1.1 6 11.2  57  311  343 395 -479  0
3732500 2677500  7 21 12  27.7  996 202  1.9 4 11.0  50  416  342 398 -496  0
3732500 2677500  7 21 13  28.8  996 252  2.5 3 11.0  45  377  359 398 -509  0
3732500 2677500  7 21 14  29.6  996 251  3.8 3 10.2  39  298  375 398 -514  0
3732500 2677500  7 21 15  29.4  996 231  4.0 3  9.2  35  361  326 396 -510  0
3732500 2677500  7 21 16  29.0  995 253  3.5 6  8.5  33   75  297 401 -508  0
3732500 2677500  7 21 17  27.8  995 282  2.7 6  8.8  36   37  223 403 -507  0
3732500 2677500  7 21 18  27.5  995 309  2.5 5  9.4  40  132  183 397 -503  0
3732500 2677500  7 21 19  26.3  995 319  2.2 6  9.4  42   29  105 394 -489  0
3732500 2677500  7 21 20  25.4  995 330  2.4 7  9.5  45    8   42 397 -468  0
3732500 2677500  7 21 21  24.5  996  19  2.1 7  9.6  48    0    2 397 -452  0
3732500 2677500  7 21 22  18.8  996 119  2.1 7 10.7  65    0    0 387 -442  0
3732500 2677500  7 21 23  18.1  997 201  2.1 6 11.9  88    0    0 376 -435  0
3732500 2677500  7 21 24  18.6  997 260  1.7 6 12.3  91    0    0 373 -428  0
3732500 2677500  7 22  1  18.4  998 231  1.6 6 12.5  92    0    0 373 -421  0
3732500 2677500  7 22  2  17.7  998 280  2.5 5 12.1  92    0    0 367 -416  0
3732500 2677500  7 22  3  17.0  998 289  2.1 5 11.4  90    0    0 359 -411  0
3732500 2677500  7 22  4  16.6  998 241  1.8 4 11.0  91    0    0 353 -406  0
3732500 2677500  7 22  5  17.0  998 270  1.3 6 10.9  89    0    0 354 -402  0
3732500 2677500  7 22  6  17.3  999 261  1.0 7 10.5  84    1   32 361 -399  0
